timestamp,run_id,reviewer,disposition,suggestion,reason
2026-08-18T12:45:00Z,rev_20260818124012_0iym,codex,applied,robots.txt ineffective at project-site path (finding project-pages-robots-ignored),removed rather than ship a placebo; crawler-effective robots requires the marroccofella.github.io user-pages repo (offered to user); sitemap.xml retained for manual Search Console submission
2026-08-18T12:45:00Z,rev_20260818124012_0iym,copilot,applied,Machine-parseable version meta (finding structured-data-json-ld-type-mismatch),meta name=version added matching JSON-LD softwareVersion
2026-08-18T12:45:00Z,rev_20260818124012_0iym,grok,applied,Explain animation timing constants (finding animation-timing-magic-numbers),cadence comment added
2026-08-18T12:45:00Z,rev_20260818124012_0iym,antigravity,applied,Terminal aria-label vague for dynamic content (finding accessibility-aria-label-vague),role=log + aria-live=polite + descriptive label
2026-08-18T13:10:00Z,rev_20260818130439_g5pn,codex+copilot+grok,rejected,Video/poster assets missing (CRITICAL + 2 WARNINGs),"input-scope artifact: binary mp4/jpg cannot ride a text diff; both files exist, are staged, and ship in the same commit"
2026-08-18T13:10:00Z,rev_20260818130439_g5pn,antigravity,applied,Reveal sections invisible without JavaScript (finding reveal-requires-javascript),noscript style forces sections visible and counters to their final values
2026-08-18T13:10:00Z,rev_20260818130439_g5pn,copilot,applied,IntersectionObserver feature guard,missing-IO branch falls back to everything-visible
2026-08-18T13:10:00Z,rev_20260818130439_g5pn,copilot,rejected,Guard performance.now existence,universally available in every browser that can run the page at all
2026-08-18T13:22:00Z,rev_20260818131838_9tuq,codex,rejected,Unclosed italic tag (CRITICAL),claim fails verification: 4 open / 4 close <i> tags in the file; likely diff-context misread
2026-08-18T13:22:00Z,rev_20260818131838_9tuq,codex,applied,Specimen reuses a real run id with non-matching data (finding sealed-report-mismatch),run id replaced with placeholder; specimen labeled as composited with pointer to real ledger reports
2026-08-18T13:22:00Z,rev_20260818131838_9tuq,grok,applied,Specimen is not strict JSON (finding invalid-json-specimen),explicitly labeled illustrative with comments/ellipses noted
2026-08-18T13:22:00Z,rev_20260818131838_9tuq,copilot,rejected,Preflight banner redundant with self-exclusion line,"deliberate reinforcement of the integrity rule, not a contradiction"
2026-08-18T13:30:00Z,rev_20260818132724_b8km,grok,rejected,VTT boundaries overlap (finding vtt-timestamp-overlap),"cues abut exactly (end == next start), which WebVTT defines as valid and non-overlapping"
2026-08-18T13:30:00Z,rev_20260818132724_b8km,copilot,rejected,Inline style on wordmark,single deliberate instance; a class would be more code for the same byte
2026-08-18T13:36:00Z,rev_20260818133314_mz15,codex+grok,rejected,Game cards link to folders with no entry point (WARNING),text-diff scope artifact: games/momm-man/index.html and games/ateroids/index.html are staged and ship in the same commit
2026-08-18T13:36:00Z,rev_20260818133314_mz15,copilot,rejected,Hub HTML compactness,"compact but line-structured, matching the site family convention"
2026-08-18T13:36:00Z,rev_20260818133314_mz15,antigravity,applied,Explain the ateroids name (finding readme-typo-ateroids),wordplay note added to the README
2026-08-18T13:50:00Z,rev_20260818134612_ue7w,codex+antigravity+copilot+grok,applied,toFileUrl invalid on POSIX/UNC paths (corroborated x5 findings),"formatter rewritten: POSIX file://+path, UNC file://server/share, Windows <private-ledger-link-removed> drive-anchored colon decode"
2026-08-18T13:50:00Z,rev_20260818134612_ue7w,codex+grok,applied,Self-test skipped POSIX via OR (corroborated x3),"pure formatFileUrl tested with explicit Windows, POSIX, and UNC inputs on every platform"
2026-08-18T13:50:00Z,rev_20260818134612_ue7w,copilot,rejected,Windows split yields one giant component (finding path-injection-encodeURIComponent),claim incorrect: backslashes are normalized to forward slashes before the split
2026-08-18T13:50:00Z,rev_20260818134612_ue7w,copilot,rejected,Empty catch on ledger rebuild,deliberate fail-soft: a ledger problem must never fail a review
2026-08-18T14:45:00Z,rev_20260818143853_d4sa,antigravity,applied,VALID_GOVERNORS omits grok (finding valid-governors-missing-grok),"reproduced (--governor grok rejected); grok added to governors, error message updated, self-test every_adapter_can_govern locks the invariant"
2026-08-18T14:45:00Z,rev_20260818143853_d4sa,copilot,rejected,Unicode combining chars break path split (finding win32-path-split-unicode),combining characters never contain the / separator; encodeURIComponent handles them per segment
2026-08-18T14:45:00Z,rev_20260818143853_d4sa,grok,rejected,taskkill spawned with unref never observed,"deliberate: the layered backstops (child.kill, hard deadline, explicit exit) exist precisely because taskkill itself may hang"
2026-08-18T14:45:00Z,rev_20260818143853_d4sa,codex,rejected,fingerprint toLowerCase locale-dependent (Turkish I),claim incorrect: String.prototype.toLowerCase is locale-independent by spec; toLocaleLowerCase is the locale-sensitive one
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,codex,applied,Windows cmd.exe argument injection via .reviewrules (CRITICAL windows-cmd-argument-injection),"REPRODUCED (malicious .reviewrules wrote whoami output to a marker file); fixed by moving the contract into a prompt file for copilot AND antigravity so no repo-controlled content reaches argv; gate-verified: same payload now writes no marker, review still succeeds, rules still applied"
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,codex+antigravity,applied,sanitizeText offset leak on no-capture pattern (corroborated sanitize-regex-offset-leak / redaction-callback-inserts-match-offset),reproduced (sk-ant token became '16[REDACTED]'); callback now only prepends string captures; self-test sanitizer_no_offset_leak
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,grok,applied,Corroborated finding merge can downgrade severity (merged-severity-is-order-dependent),rationalize now keeps max severity on merge; self-test severity_merge_takes_max
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,copilot+grok,applied,doctor probes literal grok not grokCommand (doctor-grok-binary-resolution),doctor now uses grokCommand() like preflight/dispatch
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,codex,rejected,Reviewers read process.cwd repo context (repository-context-escapes-review-boundary),by design and bounded: codex/claude/gemini run in their providers' read-only sandboxes/plan modes; the artifact is explicitly supplied; no write capability
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,copilot,rejected,unwrapReviewPayload accepts loose schema (review-schema-not-enforced),"deliberate: normalizeReview clamps/defaults every field so malformed output degrades to safe defaults, never crashes; strict rejection would drop usable reviews"
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,copilot,rejected,fingerprint empty issue / depth parse / clipToWidth unicode / extractJson depth (4 NITPICKs),"low-risk edges: issue strings are non-empty by schema, depth guard already blocks recursion, clip is deliberately approximate, input capped at 120KB before parsing"
2026-08-18T15:05:00Z,rev_20260818144802_q3xi,codex,rejected,classifyFailure regex on unescaped stderr (error-classification-injection),"classification only routes to a status label; crafted stderr can at worst mislabel its own failure, no code path executes it"
2026-08-18T15:10:00Z,rev_20260818145908_8th0,codex,rejected,windows-cmd-argument-injection (re-flagged CRITICAL),"already fixed and gate-verified: the live malicious-.reviewrules reproduction now writes no marker. Reviewer flags the cmd.exe wrapping mechanism, but no adapter feeds it repo-controlled argv content anymore"
2026-08-18T15:10:00Z,rev_20260818145908_8th0,codex,rejected,windows-cwd-command-hijack (CRITICAL),DOES NOT REPRODUCE: cmd.exe /d /s /c with a planted fakeclaude.bat in cwd did not execute it (verified via exact spawn mechanism); modern Windows blocks cwd-in-exe-path search
2026-08-18T15:10:00Z,rev_20260818145908_8th0,grok,rejected,child-env-credential-exposure (CRITICAL),"by design and necessary: reviewers authenticate via their OAuth session, which lives in env/keyring; every API-KEY variable is stripped (cleanOauthEnv), OAuth tokens are deliberately passed so the CLI can log in"
2026-08-18T15:10:00Z,rev_20260818145908_8th0,grok,rejected,common-secrets-not-redacted / artifact-truncated (CRITICAL x2),"redaction is best-effort defense-in-depth on the user's own diff going to providers they authorized (not a guaranteed-leak CRITICAL); artifact is REJECTED not truncated above 120KB (throws), and the 70KB self-review is under the cap"
2026-08-19T00:50:00Z,rev_20260819004534_m0y6,codex,applied,"Migration chmods dirs only, not legacy files (legacy-evidence-files-not-hardened)","hardenPrivateTree recursively chmods every file 0600 and dir 0700, tightening pre-1.4 world-readable reports/logs"
2026-08-19T00:50:00Z,rev_20260819004534_m0y6,antigravity,applied,existsSync-then-writeFileSync truncation race on log (concurrent-log-initialization-truncates),"replaced with plain appendFileSync (creates-if-missing, never truncates); mode set by the tree sweep"
2026-08-19T00:50:00Z,rev_20260819004534_m0y6,grok,applied,Ledger world-readable window before chmod (ledger-hardened-after-sensitive-write),"ledger.mjs now unlinks any prior file so writeFileSync creates fresh at 0600, no window"
2026-08-19T00:50:00Z,rev_20260819004534_m0y6,copilot,applied,ledger_link_surfaced self-test is a hard-coded constant (ledger-surfacing-self-test-is-constant),removed the fake test — a test that cannot fail is worse than none; the CI ledger job and live verification cover the behavior
2026-08-19T02:00:00Z,rev_20260819012102_ssuf,coalition,applied,myrepo v1 review: 28 findings incl 4 CRITICAL,"private-visibility check on existing repo, .gitignore before add, HTML escaping, git error checks, async+fetch (drop curl+blocking sleep), default-branch handling, dynamic year all applied; parseargs-index and gh-pages-syntax CRITICALs rejected as non-reproducing (working dry-run + live games Pages via that exact syntax)"
2026-08-19T02:00:00Z,rev_20260819012657_vxn7,coalition,applied,allow-paths disabled secret scan; .gitignore clobbered; git-init unchecked,secret scan now always runs (allow-paths waives only local-path refusal); .gitignore merges missing entries instead of overwriting; git init exit checked + refuses if inside a parent repo
2026-08-19T02:00:00Z,rev_20260819013627_vqhv,codex,applied,push after silent origin-rewrite failure,origin URL verified to match intended repo before push; refuses on mismatch
2026-08-19T02:00:00Z,rev_20260819014743_ls4v,coalition,applied,git history bypasses leak scan,bounded git-history scan added (paths+credentials in past commits); reproduced catching a committed-then-deleted secret; exit 2
2026-08-19T02:00:00Z,rev_20260819015524_45vp,coalition,rejected,5 CRITICAL redacted-code ReferenceErrors,FALSE — momm's own secret-redactor mangled the credential-detection regex in the source before reviewers saw it (0 such findings after building the regex from a keyword array). Verified false by node --check + working history-scan reproduction
2026-08-19T02:00:00Z,rev_20260819015524_45vp,coalition,applied,"prefixed cred names, private-key blocks, empty-history refusal, history-unscannable waiver, symlink writes",CRED regex now matches DB_PASSWORD/AWS_SECRET_ACCESS_KEY; private-key block detection added; empty history recognized as safe; unscannable history is a hard non-waivable refusal; scaffold writes refuse to follow symlinks
2026-08-19T02:00:00Z,rev_20260819015524_45vp,codex,rejected,path scan bypassable by URL-encoding,"out of threat model: the scan is a best-effort net against a user accidentally leaking their own machine path, not a boundary against an adversarial author (who would simply not use myrepo); documented as best-effort, not a guarantee"
2026-08-19T02:16:00Z,rev_20260819021441_9m3k,grok,rejected,comment inside object literal (CRITICAL),FALSE — comments are valid inside JS object literals; proven by self-test (32 checks) and the live log line correctly emitting dispatcher_version 1.4.0
2026-08-19T02:16:00Z,rev_20260819021441_9m3k,coalition,applied,add skill version provenance to the review-log line,3/4 ACCEPT; dispatcher_version + report_schema now in every log line (report already carried them + reviewer CLI versions in preflight)
2026-08-19T02:30:00Z,rev_20260819022233_mpd5,codex,applied,shared-temp-symlink-clobber,cache read/write both check lstat isSymbolicLink and refuse to follow a symlinked cache path; written mode 0600
2026-08-19T02:30:00Z,rev_20260819022233_mpd5,coalition,applied,network-on-review-path / await-blocks-stream,update check skipped entirely in stream mode; non-stream path is cached daily (instant except one 2.5s-bounded refresh/day); fail-silent offline
2026-08-19T02:30:00Z,rev_20260819022233_mpd5,copilot,applied,output-format-break / report-schema-drift (added momm_version),"removed redundant momm_version from stdout (dispatcher_version already in report); update_available is an additive optional field, unknown-field-safe, so REPORT_SCHEMA stays momm-report/1"
2026-08-19T02:30:00Z,rev_20260819022233_mpd5,grok,applied,NO_UPDATE_CHECK truthy not flag (0/false still disable),empty/0/false now treated as not-disabled; self-test update_check_disable_respects_falsey
2026-08-19T02:30:00Z,rev_20260819022233_mpd5,codex,rejected,fetch without cert pinning / mTLS,out of proportion: HTTPS to raw.githubusercontent.com plus strict format-validation of the returned value is the correct mitigation; cert pinning a public version file is overkill and brittle across CDN cert rotation
2026-08-19T02:55:00Z,rev_20260819025206_cm6q,codex,applied,cmd.exe command injection via skill dir name (CRITICAL windows-command-injection),discoverSkills now restricts skill names to /^[A-Za-z0-9._-]+$/ so no shell metacharacter in a directory name can reach the cmd.exe-wrapped gemini link
2026-08-19T02:55:00Z,rev_20260819025206_cm6q,codex+copilot,applied,path comparison case-folded on POSIX (2 WARNINGs),canon() lowercases only on win32; POSIX paths compare as-is
2026-08-19T02:55:00Z,rev_20260819025206_cm6q,copilot,applied,dangling link aborts install,"linkOne uses lstatSync (detects dangling links) instead of existsSync, so a broken link is a conflict not an EEXIST crash"
2026-08-19T02:55:00Z,rev_20260819025206_cm6q,codex,applied,unsupported target exits zero,exit 1 when any result is unsupported; verified --target bogus exits 1
2026-08-19T12:00:00Z,rev_20260819115456_schd,codex+grok,applied,cwd-relative translator path breaks (corroborated x2),SKILL.md now documents the installed-skills-dir path (~/.agents/skills/... or ~/.claude/skills/...) instead of ../; verified working via that exact path
2026-08-19T12:00:00Z,rev_20260819115456_schd,copilot,rejected,yorky is a pointer-only skill (alias-not-wired-as-real-skill),intentional and consistent with myvoice: a thin alias makes the short name discoverable cross-harness while the canonical skill stays the single source of truth; duplicating scripts would create drift
2026-08-19T12:10:00Z,rev_20260819120415_dtnk,codex,applied,probe exit status ignored (checks pass on output text alone),every probe now requires exit code 0 AND its payload assertion; version parsing returns null on non-zero exit
2026-08-19T12:10:00Z,rev_20260819120415_dtnk,codex,applied,partial Promptus readiness reported as ready,"all three required services (comfyui, cosy, cworker) must each equal ready; the detail now names any that are not"
2026-08-19T12:10:00Z,rev_20260819120415_dtnk,copilot,applied,'all skills working' printed while a skill is unavailable,verdict now reports N/M working plus the named unavailable skills; simulated and verified
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,"Add an in-flight promise guard and a short TTL cache around `/api/status`: every readiness call spawns `onboard.mjs` → `multi-review.mjs --preflight`, which probes every CLI; multiple tabs or stacked pollers multiply that cost with no new information.",Review-only request; plausible performance improvement recorded for follow-up.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,Bind the client's polling to a single shared scheduler with backoff (4s → 8s → 15s) instead of a fixed 4s × 75 interval per action; readiness rarely changes faster than a browser OAuth round trip.,Review-only request; sensible polling improvement recorded for follow-up.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,`job.result.detail` and `ledger_url` are computed and stored but never rendered — either surface the sanitized detail on a failed card (it is the most useful thing the user could see) or stop collecting it.,"UX enhancement, not a demonstrated defect; no source change authorized."
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,"In `runTest`, guard against overlapping polls: the `setInterval` callback awaits `api()`, so a slow response lets a second tick fire and `resolve()` can be called more than once. A self-scheduling `setTimeout` loop expresses this more simply and cannot overlap.",Review-only request; overlapping async interval callbacks are plausible and recorded for follow-up.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,`selfTest`'s `api_keys_not_mentioned` only checks that the literal `providers` object contains no key-shaped string — it can never fail as written. A stronger assertion would check the whole rendered `/api/session` payload and the maintenance report shape.,Stronger coverage is sensible but implementation was not authorized.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,"Use `crypto.timingSafeEqual` in `authorized()` and destroy the request stream in `readBody()` when the 4KB limit trips, rather than leaving the socket draining after the promise rejects.",Rejected as a bundled speculative change: the 192-bit random local token does not gain a practical security property from timingSafeEqual; stream destruction is optional resource hygiene.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,"On `/api/shutdown`, call `activeServer.closeAllConnections()` before `close()` so the process exits immediately instead of waiting out `keepAliveTimeout` on the browser's idle sockets.",Not reproduced on the active Node 22 runtime.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,"`options.help` is assigned in `parseArgs` but absent from the initial options literal, and `--self-test` is undocumented in `usage()` — small consistency fixes that make the CLI self-describing.",Minor CLI documentation consistency improvement; outside this review-only request.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,"Escape `provider.docs` in `providerCard`'s `href` for symmetry with the rest of the template; it is a trusted constant today, but the surrounding code escapes everything else and the exception is easy to lose track of.","Rejected: provider.docs is a fixed trusted constant, so there is no current injection path."
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,claude,rejected,Extract the repeated `spawn` + timeout + capped-buffer + settle-once scaffolding shared by `runNode` and `runCommand` into one helper parameterised by stdio and buffer caps — they are ~25 near-identical lines each.,Refactor-only suggestion with no demonstrated behavioral gain; outside scope.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,antigravity,rejected,Call server.closeIdleConnections() / server.closeAllConnections() or set a short exit timer in /api/shutdown so the process exits promptly regardless of open keep-alive connections.,Not reproduced on the active Node 22 runtime.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,antigravity,rejected,Probe 'powershell' (or fallback from 'pwsh' to 'powershell') on Windows so default Windows PowerShell installations are accurately recognized as healthy.,"Confirmed compatibility improvement, but source changes were not authorized in this review-only request."
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,antigravity,rejected,Add an explicit case for action === 'install' in actionNote to return installer-specific guidance instead of falling through to loginNote.,"Confirmed copy mismatch, but source changes were not authorized."
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,copilot,rejected,Use execFileSync or parameterized spawn for macOS terminal launch instead of osascript string interpolation,"Mac terminal robustness improvement is sensible and the newline path is a confirmed warning, but implementation was not authorized."
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,copilot,rejected,Clarify privacy.model_calls_made to distinguish between model inference calls and metadata/model-list API requests,Rejected as terminology-only: the field distinguishes inference/model calls; maintenance documentation already discloses provider-native model-list metadata checks.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,copilot,rejected,Add explicit .destroy() on stdout/stderr streams in runNode/runCommand after hitting size limits to prevent memory leaks,Rejected: the memory-leak premise was not reproduced; data listeners keep streams flowing and concatenation stops at explicit caps.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,copilot,rejected,Consider extracting actionCommand allowlist into a declarative config object that is frozen at module load for easier auditability,Refactor-only suggestion; the current provider configuration is already frozen and the action surface is fixed.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,copilot,rejected,Add explicit rate-limiting or concurrency cap on /api/test endpoint to prevent local DoS from rapid Quick Setup retries,Review-only request; local concurrency hardening is plausible and recorded for follow-up.
2026-08-23T17:27:59.0519724Z,rev_20260823172334_jmap,grok,rejected,Read the full artifact before judging so the review covers the truncated middle of setup-ui and onboarding rather than only the visible diff hunks.,Rejected as inapplicable to the codebase; it describes the reviewer context rather than a source improvement.
2026-08-23T17:45:00Z,rev_20260823172334_jmap,coalition,applied,P0 DNS-rebinding: loopback socket check insufficient,"reproduced (spoofed Host: evil.example.com leaked the token over loopback); fixed with isAllowedHost allowlist (localhost/127.0.0.1/::1 only, robust IPv6 bracket + numeric-port parsing); spoofed + [::1].evil bypass both now 403 with no token; added live-server CI test + self-tests"
2026-08-23T17:45:00Z,rev_20260823172334_jmap,coalition,applied,stale verification (expired session shows Verified),routeState honors a cached success only when route.ready===true; no mid-render mutation
2026-08-23T17:45:00Z,rev_20260823172334_jmap,coalition,applied,terminal launch errors swallowed (launched:true always),"launchTerminal returns spawn success (pid check, try-wrapped), rejects newline commands; /api/action returns 500 on failure"
2026-08-23T17:45:00Z,rev_20260823172334_jmap,coalition,applied,macOS AppleScript newline break + Windows pwsh mismatch + 190s timeout budget + CI lacks live HTTP tests + README skill link,newline rejected in launchTerminal; maintenance checks powershell.exe (matches actions); connectivity budget raised to 240s; CI now spawns the live server and asserts spoofed Host is refused; README quick-start links the skill first
2026-08-23T17:45:00Z,rev_20260823174401_xyp4,coalition,applied,"post-fix: bracket-prefix bypass, IPv6 indexOf -1, non-numeric port, render mutation, undefined-readiness","all found in the fix itself and corrected: strict bracket parsing, closing-bracket check, numeric-port validation, pure guard, route.ready===true; new self-test cases lock each"
2026-08-23T18:25:00Z,rev_20260823180743_akoq,coalition,applied,"8 usability defects in the test plan (broken install path, oauth/quorum contradiction, fixed scratch dirs, gitignore checked outside project, server race, macOS stat -c, template vs raw output, zero-disposition case)","all 8 fixed: REPO variable for install.mjs, D1 drops --min-success with quorum moved to G1, mktemp scratch dirs, gitignore checked in $REPO, readiness loop + random port, stat -c with BSD fallback, template declared an index plus RAW OUTPUT section, zero-suggestion case declared a pass"
2026-08-23T18:25:00Z,rev_20260823181205_xyrg,copilot,rejected,CRITICAL: artifact is a prompt-injection attack,"FALSE POSITIVE — the artifact is a user-requested test plan whose content is instructions for a tester by design; reviewers correctly treat reviewed content as data, and flagging instruction-bearing documents is expected behavior, not a defect in the document. No reviewer acted on the instructions."
2026-08-23T18:25:00Z,rev_20260823181205_xyrg,codex+grok,rejected,"H1 tests a [REDACTED] placeholder, not a real credential","FALSE — momm's own sanitizer redacted the fixture before reviewers saw it (known limitation); the file contains a real fake credential (verified by grep), so the scan is genuinely exercised"
2026-08-23T18:25:00Z,rev_20260823181205_xyrg,grok,rejected,d3-persona-names-unverified,FALSE — innovator/socratic/futureproof confirmed as the actual slugs via --help output
2026-08-23T18:25:00Z,rev_20260823181205_xyrg,coalition,applied,"hardcoded governor, case-sensitive token grep, F1 read-only contradiction, piped self-test masks exit","GOV variable used throughout, grep -ci, F1 scoped to tester-created scratch files, self-test exit captured directly"
2026-08-23T18:25:00Z,rev_20260823182100_qb6d,coalition,applied,"predictable /tmp/g2 redirect, textual gitignore grep, D3 reviewers may be the governor","mktemp for stderr capture, git check-ignore (authoritative), D3 uses R1/R2 variables with an instruction to pick non-governor authenticated routes"
2026-08-24T15:55:00Z,rev_20260824153125_zbzq..rev_20260824155507_sn4s,coalition,applied,W*LLY level-flow design: 7 review rounds,"Every CRITICAL reproduced/fixed across rounds: p42 win-gate had no destination room (added kind:win, to:null); symmetric WORLD_GRAPH cannot express one-way chutes (added directed EXITS taxonomy: two-way/chute/rung/win); reciprocal-gate spawn caused instant bounce-back (added arm-on-clear + inward offset); p42 example dropped required two-way gates (corrected). WARNINGs folded in: one-shot win latch, idempotent collectedShards before revisit-enabling slice, minimap currentRoomId + RUNGS inputs, exact 7-chute/7-rung counts, enum + gate-reachability + non-overlapping-radius + arrival-offset-on-solid validation. Design is a spec for the Willy team, NOT applied to live game code (concurrent-session boundary)."
2026-08-24T19:30:00Z,rev_20260824192446_4t45,coalition,applied,momm new-user UX fixes,"Four root causes of the bad first-run experience fixed: (1) dispatcher never told the governor it owed triage -> report.outstanding + an unmissable 'THIS RUN IS NOT FINISHED' stderr block naming counts, per-reviewer untriaged totals and the run_id to log against; (2) agreement_score merged only on exact wording so a unanimous coalition scored ~8% -> findings now merge on overlapping line_range (schema already carried it, unused), and non-overlapping ranges now BLOCK a fuzzy-wording merge that was inflating agreement; (3) .ensemble_reviews was never gitignored for a new user -> auto-appended in git repos, fail-soft; (4) evidence written under temp was silently wiped -> explicit warning."
2026-08-24T19:30:00Z,rev_20260824192446_4t45,copilot,rejected,disjointRanges asymmetry when a range is null,"deliberate and safe: absence of location is not evidence of distinctness, so the conservative wording-merge must stand or a reviewer omitting line_range could fragment a real agreement. Intent now documented in-code."
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Collapse repeated requiresHold guards into one branch,"A single required-hold branch now validates every held-input field, while a false requiresHold rejects unexpected heldInput evidence."
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Return structured blockers for malformed records and CLI parse/read failures,Evaluators now fail closed without throwing for malformed records or unknown schemas; CLI read/parse failures emit the same JSON result shape with exit 2.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Pin selftest VERSION to the SKILL.md version string,The portable self-test now compares its version literal to the documented release version.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Normalize requiredState and visibleState identifiers consistently,Visibility identifiers are trimmed and case-folded on comparison while missing-state messages retain the declared names.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Bind an environment diagnostic to the same target as its embedded preflight,Preflight results now carry a canonical targetBindingDigest and diagnostics reject a mismatched join.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Reject unsupported values and guard depth/cycles in canonicalJson,"Canonicalization now accepts only finite JSON data in dense arrays/plain objects, rejects accessors and unsupported values, detects cycles, and caps depth at 100."
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Document the observation CLI exit-code contract,"SKILL.md and the observation contract now define 0=passed, 1=usage, and 2=structured blocked/unreadable input."
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,rejected,Refactor the explicit self-test fixtures into a data-driven table,This is non-behavioral churn; the current named cases give clearer failure localization and remain small enough to audit directly.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,rejected,Export blocker strings as shared constants,Sharing the validator's literals with its tests would weaken their independence; blocker wording is an external machine-readable contract and is intentionally asserted literally.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Add CLI and ISO timestamp boundary coverage,"The suite now spawns the CLI for invalid/incomplete input and covers leap day, non-leap day, +14:00, +14:01, hour 24, and leap-second boundaries."
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Set explicit_reference_valid true on a successful reference run,Explicit reference runs now report the key on both success and failure paths.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,claude,applied,Do not implicitly probe process.cwd when --reference is absent,Document-only mode is now deterministic unless the caller explicitly supplies --reference.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,antigravity,rejected,Use streaming or buffer hashing to reduce canonicalization allocations,The helper validates small bounded evidence records outside a hot path; streaming would complicate the normative canonical ordering without a measured need.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,antigravity,rejected,Cross-validate timestamps with Date or Temporal,Temporal is not yet a portable Node baseline and native Date parsing is intentionally more permissive; explicit calendar and offset checks now have boundary tests.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,copilot,rejected,Add a JSON lesson example to SKILL.md,Only the common lesson fields are universal; a concrete cross-mode example would imply a schema the skill deliberately leaves project-specific.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,copilot,rejected,Add a table of contents to observation-contract.md,The reference is short and already divided by four descriptive headings; a TOC would add navigation overhead without improving discovery.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,copilot,rejected,Add a troubleshooting section for preflight failures,The validator emits field-specific machine-readable blockers and the existing contract explains each gate; generic troubleshooting would duplicate those diagnostics.
2026-08-27T07:49:00Z,rev_20260827073928_fxgv,grok,rejected,Read the full artifact and skill protocol before scoring defects,"This is reviewer-process advice, not a product improvement, and it supplied no defect evidence or actionable source change."
2026-08-27T08:03:00Z,rev_20260827075423_tg1m,claude,applied,Use realpath identity for the CLI entry guard and fail loudly on invalid usage,"The entry guard now compares real file identity with Windows case folding, and strict argument grammar returns usage exit 1 for mixed, missing, extra, or unknown modes."
2026-08-27T08:03:00Z,rev_20260827075423_tg1m,claude,applied,Route identifier comparisons through one normalization rule,"The existing trim/whitespace/case normalization helper now also resolves changedFields against before/after state keys; visibility, actionId, predicate IDs, conditions, and state signatures already use it."
2026-08-27T08:03:00Z,rev_20260827075423_tg1m,claude,rejected,Convert runSelfTest mutations to a declarative case table,This is non-behavioral churn; individually named fixtures currently give direct failure localization and remain auditable.
2026-08-27T08:03:00Z,rev_20260827075423_tg1m,claude,applied,Use refreshDiagnosticChecksum and a shared payload helper consistently,All self-test checksum refresh sites now use the helper; the validator keeps its one local checksum omission at the verification boundary for clarity.
2026-08-27T08:03:00Z,rev_20260827075423_tg1m,claude,applied,Rename the local diagnosticResult variable that shadows the factory,"The local is now validDiagnosticResult, removing the shadow without behavior change."
2026-08-27T08:03:00Z,rev_20260827075423_tg1m,claude,rejected,Replace prose assertions with hidden stable contract markers,The tests intentionally verify the user-visible normative wording; hidden markers could remain green after the actual contract text was removed.
